product,isoelectric_point,protein_format,molecular_weight_da,formulation_title,composition,product_conc_mg_ml,tm_c
MAB6187602,6.411600000000001,IGG4,404683.89,F34,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",34.56,169.062853334152
MAB6187602,6.411600000000001,IGG4,404683.89,F35,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",34.56,169.996133334152
MAB6187602,6.411600000000001,IGG4,404683.89,F36,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 7.0",34.56,171.346933334152
MAB6187602,6.411600000000001,IGG4,404683.89,F37,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",34.56,172.62405333415202
MAB6187602,6.411600000000001,IGG4,404683.89,F38,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",34.56,171.7972
MAB6187602,6.411600000000001,IGG4,404683.89,F39,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 7.0",34.56,173.29536000000002
MAB6187602,6.411600000000001,IGG4,404683.89,F40,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",34.56,173.98304000000002
MAB6187602,6.411600000000001,IGG4,404683.89,F41,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",103.68,158.452933334152
MAB6187602,6.411600000000001,IGG4,404683.89,F42,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",103.68,156.881093334152
MAB6187602,6.411600000000001,IGG4,404683.89,F43,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",103.68,160.6224
MAB6187602,6.411600000000001,IGG4,404683.89,F44,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",103.68,159.36984
MAB6187602,6.411600000000001,IGG4,404683.89,F45,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",103.68,168.99736
MAB6187602,6.411600000000001,IGG4,404683.89,F46,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",103.68,171.19957333415198
MAB6187602,6.411600000000001,IGG4,404683.89,F47,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",103.68,166.63959999999997
MAB6187602,6.411600000000001,IGG4,404683.89,F48,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",103.68,172.550373334152
MAB6187602,6.411600000000001,IGG4,404683.89,F49,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",103.68,171.82175999999998
MAB6187602,6.411600000000001,IGG4,404683.89,F50,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",103.68,172.132853334152
MAB6187602,6.411600000000001,IGG4,404683.89,F51,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",103.68,160.94168
MAB6187602,6.411600000000001,IGG4,404683.89,F52,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",103.68,159.73824000000002
MAB6187602,6.411600000000001,IGG4,404683.89,F53,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",103.68,162.308853334152
MAB6187602,6.411600000000001,IGG4,404683.89,F54,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",103.68,162.308853334152
MAB6187602,6.411600000000001,IGG4,404683.89,F55,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",103.68,168.047706665848
MAB6187602,6.411600000000001,IGG4,404683.89,F56,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",103.68,171.82175999999998
MAB6187602,6.411600000000001,IGG4,404683.89,F57,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",103.68,167.507386665848
MAB6187602,6.411600000000001,IGG4,404683.89,F58,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 6.0",103.68,172.17378666584798
MAB6187602,6.411600000000001,IGG4,404683.89,F59,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",103.68,171.77264
MAB6187602,6.411600000000001,IGG4,404683.89,F60,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",103.68,172.87784
MAB6187602,6.411600000000001,IGG4,404683.89,F61,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",172.8,158.7804
MAB6187602,6.411600000000001,IGG4,404683.89,F62,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",172.8,158.1664
MAB6187602,6.411600000000001,IGG4,404683.89,F63,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,161.59661333415198
MAB6187602,6.411600000000001,IGG4,404683.89,F64,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",172.8,162.43984
MAB6187602,6.411600000000001,IGG4,404683.89,F65,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,167.84304
MAB6187602,6.411600000000001,IGG4,404683.89,F66,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",172.8,161.735786665848
MAB6187602,6.411600000000001,IGG4,404683.89,F67,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",172.8,168.39973333415202
MAB6187602,6.411600000000001,IGG4,404683.89,F68,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,168.16232
MAB6187602,6.411600000000001,IGG4,404683.89,F69,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",172.8,162.27610666584798
MAB6187602,6.411600000000001,IGG4,404683.89,F70,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",172.8,164.854906665848
MAB6187602,6.411600000000001,IGG4,404683.89,F71,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.5",172.8,165.64901333415202
MAB6187602,6.411600000000001,IGG4,404683.89,F72,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",172.8,164.912213334152
MAB6187602,6.411600000000001,IGG4,404683.89,F73,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",172.8,166.95888
MAB6187602,6.411600000000001,IGG4,404683.89,F74,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.5",172.8,167.24541333415198
MAB6187602,6.411600000000001,IGG4,404683.89,F75,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",172.8,171.55978666584798
MAB6187602,6.411600000000001,IGG4,404683.89,F76,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",172.8,167.703866665848
MAB6187602,6.411600000000001,IGG4,404683.89,F77,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.5",172.8,172.738666665848
MAB6187602,6.411600000000001,IGG4,404683.89,F78,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",172.8,171.82994666584798
MAB6187602,6.411600000000001,IGG4,404683.89,F79,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",172.8,161.77672
MAB6187602,6.411600000000001,IGG4,404683.89,F80,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",172.8,160.41773333415202
MAB6187602,6.411600000000001,IGG4,404683.89,F81,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,162.29247999999998
MAB6187602,6.411600000000001,IGG4,404683.89,F82,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",172.8,165.059573334152
MAB6187602,6.411600000000001,IGG4,404683.89,F83,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,167.4992
MAB6187602,6.411600000000001,IGG4,404683.89,F84,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",172.8,162.898293334152
MAB6187602,6.411600000000001,IGG4,404683.89,F85,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",172.8,168.01496
MAB6187602,6.411600000000001,IGG4,404683.89,F86,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,167.53194666584798
MAB6187602,6.411600000000001,IGG4,404683.89,F87,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",172.8,164.20816
MAB6187602,6.411600000000001,IGG4,404683.89,F88,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 6.0",172.8,166.17296
MAB6187602,6.411600000000001,IGG4,404683.89,F89,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 7.0",172.8,167.59743999999998
MAB6187602,6.411600000000001,IGG4,404683.89,F90,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",172.8,166.205706665848
MAB6187602,6.411600000000001,IGG4,404683.89,F91,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",172.8,168.858186665848
MAB6187602,6.411600000000001,IGG4,404683.89,F92,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 7.0",172.8,168.841813334152
MAB6187602,6.411600000000001,IGG4,404683.89,F93,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",172.8,172.48488
MAB6187602,6.411600000000001,IGG4,404683.89,F94,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",172.8,169.00554666584802
MAB6187602,6.411600000000001,IGG4,404683.89,F95,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 7.0",172.8,173.54095999999998
MAB6187602,6.411600000000001,IGG4,404683.89,F96,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",172.8,173.254426665848
MAB6188517,5.8422,IGG3,388669.23,F01,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",172.8,150.20077333415202
MAB6188517,5.8422,IGG3,388669.23,F02,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",172.8,150.225333334152
MAB6188517,5.8422,IGG3,388669.23,F03,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,155.088213334152
MAB6188517,5.8422,IGG3,388669.23,F04,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",172.8,151.232293334152
MAB6188517,5.8422,IGG3,388669.23,F05,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,162.39072000000002
MAB6188517,5.8422,IGG3,388669.23,F06,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",172.8,155.90688
MAB6188517,5.8422,IGG3,388669.23,F07,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",172.8,164.50288
MAB6188517,5.8422,IGG3,388669.23,F08,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,165.256053334152
MAB6188517,5.8422,IGG3,388669.23,F09,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",172.8,158.51024
MAB6188517,5.8422,IGG3,388669.23,F10,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,162.80824
MAB6188517,5.8422,IGG3,388669.23,F11,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",172.8,163.47136
MAB6188517,5.8422,IGG3,388669.23,F12,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,184.363733334152
MAB6188517,5.8422,IGG3,388669.23,F13,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.5",172.8,180.720666665848
MAB6188517,5.8422,IGG3,388669.23,F14,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",172.8,179.43536
MAB6188517,5.8422,IGG3,388669.23,F15,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",172.8,181.637573334152
MAB6188517,5.8422,IGG3,388669.23,F16,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.5",172.8,181.47384
MAB6188517,5.8422,IGG3,388669.23,F17,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",172.8,181.809493334152
MAB6188517,5.8422,IGG3,388669.23,F18,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",172.8,182.18608
MAB6188517,5.8422,IGG3,388669.23,F19,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.5",172.8,182.65272
MAB6188517,5.8422,IGG3,388669.23,F20,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",172.8,182.169706665848
MAB6188517,5.8422,IGG3,388669.23,F21,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",172.8,160.900746665848
MAB6188517,5.8422,IGG3,388669.23,F22,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",172.8,159.67274666584802
MAB6188517,5.8422,IGG3,388669.23,F23,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,163.91343999999998
MAB6188517,5.8422,IGG3,388669.23,F24,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",172.8,161.99775999999997
MAB6188517,5.8422,IGG3,388669.23,F25,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,167.008
MAB6188517,5.8422,IGG3,388669.23,F26,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",172.8,163.88888
MAB6188517,5.8422,IGG3,388669.23,F27,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",172.8,168.424293334152
MAB6197066,,IGG3,386148.75,F93,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,166.091093334152
MAB6188517,5.8422,IGG3,388669.23,F28,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",172.8,167.17991999999998
MAB6188517,5.8422,IGG3,388669.23,F29,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 6.0",172.8,180.36864
MAB6188517,5.8422,IGG3,388669.23,F30,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",172.8,180.646986665848
MAB6188517,5.8422,IGG3,388669.23,F31,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",172.8,181.441093334152
MAB6188517,5.8422,IGG3,388669.23,F32,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",172.8,182.865573334152
MAB6188517,5.8422,IGG3,388669.23,F33,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 7.0",172.8,174.637973334152
MAB6188517,5.8422,IGG3,388669.23,F34,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",172.8,174.392373334152
MAB6188517,5.8422,IGG3,388669.23,F35,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",172.8,176.627333334152
MAB6188517,5.8422,IGG3,388669.23,F36,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 7.0",172.8,175.473013334152
MAB6188517,5.8422,IGG3,388669.23,F37,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",172.8,180.278586665848
MAB6188517,5.8422,IGG3,388669.23,F38,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",172.8,176.987546665848
MAB6188517,5.8422,IGG3,388669.23,F39,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 7.0",172.8,181.457466665848
MAB6188517,5.8422,IGG3,388669.23,F40,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",172.8,181.285546665848
MAB6188517,5.8422,IGG3,388669.23,F41,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",345.6,159.107866665848
MAB6188517,5.8422,IGG3,388669.23,F42,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",345.6,158.182773334152
MAB6188517,5.8422,IGG3,388669.23,F43,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",345.6,162.64450666584798
MAB6188517,5.8422,IGG3,388669.23,F44,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",345.6,160.31130666584798
MAB6188517,5.8422,IGG3,388669.23,F45,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",345.6,171.99368
MAB6188517,5.8422,IGG3,388669.23,F46,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",345.6,184.57658666584803
MAB6188517,5.8422,IGG3,388669.23,F47,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",345.6,167.114426665848
MAB6188517,5.8422,IGG3,388669.23,F48,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",345.6,181.9896
MAB6188517,5.8422,IGG3,388669.23,F49,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",345.6,171.90362666584798
MAB6188517,5.8422,IGG3,388669.23,F50,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",345.6,181.15456
MAB6188517,5.8422,IGG3,388669.23,F51,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",345.6,165.82912
MAB6188517,5.8422,IGG3,388669.23,F52,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",345.6,164.94495999999998
MAB6188517,5.8422,IGG3,388669.23,F53,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",345.6,168.236
MAB6188517,5.8422,IGG3,388669.23,F54,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",345.6,166.95888
MAB6188517,5.8422,IGG3,388669.23,F55,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",345.6,184.994106665848
MAB6188517,5.8422,IGG3,388669.23,F56,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",345.6,181.899546665848
MAB6188517,5.8422,IGG3,388669.23,F57,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",345.6,175.202853334152
MAB6188517,5.8422,IGG3,388669.23,F58,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 6.0",345.6,181.96504
MAB6188517,5.8422,IGG3,388669.23,F59,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 6.0",345.6,181.69488
MAB6188517,5.8422,IGG3,388669.23,F60,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",345.6,179.81194666584798
MAB6188517,5.8422,IGG3,388669.23,F61,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",518.4,164.7976
MAB6188517,5.8422,IGG3,388669.23,F62,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",518.4,163.119333334152
MAB6188517,5.8422,IGG3,388669.23,F63,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",518.4,167.138986665848
MAB6188517,5.8422,IGG3,388669.23,F64,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",518.4,166.967066665848
MAB6188517,5.8422,IGG3,388669.23,F65,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",518.4,171.10952
MAB6188517,5.8422,IGG3,388669.23,F66,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",518.4,167.171733334152
MAB6188517,5.8422,IGG3,388669.23,F67,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 4.5",518.4,185.89464
MAB6188517,5.8422,IGG3,388669.23,F68,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",518.4,185.706346665848
MAB6188517,5.8422,IGG3,388669.23,F69,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",518.4,164.84672
MAB6188517,5.8422,IGG3,388669.23,F70,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",518.4,166.29575999999997
MAB6188517,5.8422,IGG3,388669.23,F71,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.5",518.4,174.4988
MAB6188517,5.8422,IGG3,388669.23,F72,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",518.4,172.108293334152
MAB6188517,5.8422,IGG3,388669.23,F73,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",518.4,175.22741333415198
MAB6188517,5.8422,IGG3,388669.23,F74,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.5",518.4,170.749306665848
MAB6188517,5.8422,IGG3,388669.23,F75,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",518.4,181.956853334152
MAB6188517,5.8422,IGG3,388669.23,F76,"15 mM Succinate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.5",518.4,175.96421333415202
MAB6188517,5.8422,IGG3,388669.23,F77,"15 mM Succinate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.5",518.4,183.332213334152
MAB6188517,5.8422,IGG3,388669.23,F78,"15 mM Succinate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.5",518.4,182.439866665848
MAB6188517,5.8422,IGG3,388669.23,F79,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 5.0",518.4,169.73416
MAB6188517,5.8422,IGG3,388669.23,F80,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",518.4,166.705093334152
MAB6188517,5.8422,IGG3,388669.23,F81,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",518.4,180.95808
MAB6188517,5.8422,IGG3,388669.23,F82,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 5.0",518.4,169.619546665848
MAB6188517,5.8422,IGG3,388669.23,F83,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",518.4,183.56144
MAB6188517,5.8422,IGG3,388669.23,F84,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 5.0",518.4,181.465653334152
MAB6188517,5.8422,IGG3,388669.23,F85,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 5.0",518.4,185.051413334152
MAB6188517,5.8422,IGG3,388669.23,F86,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 5.0",518.4,184.15088
MAB6188517,5.8422,IGG3,388669.23,F87,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 6.0",518.4,172.19016
MAB6188517,5.8422,IGG3,388669.23,F88,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 6.0",518.4,173.852053334152
MAB6188517,5.8422,IGG3,388669.23,F89,"15 mM Citrate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 7.0",518.4,172.787786665848
MAB6188517,5.8422,IGG3,388669.23,F90,"15 mM Citrate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",518.4,171.84632
MAB6188517,5.8422,IGG3,388669.23,F91,"15 mM Citrate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,175.35021333415202
MAB6188517,5.8422,IGG3,388669.23,F92,"15 mM Citrate + 135 mM KCl + 0.4 mg/mL PS50, pH 7.0",518.4,174.171333334152
MAB6188517,5.8422,IGG3,388669.23,F93,"15 mM Citrate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,179.79557333415198
MAB6188517,5.8422,IGG3,388669.23,F94,"15 mM Citrate + 135 mM Fructose + 67.5 mM L-Lysine + 0.4 mg/mL PS50, pH 7.0",518.4,175.956026665848
MAB6188517,5.8422,IGG3,388669.23,F95,"15 mM Citrate + 270 mM Fructose + 0.4 mg/mL PS50, pH 7.0",518.4,181.54752
MAB6188517,5.8422,IGG3,388669.23,F96,"15 mM Citrate + 135 mM Fructose + 135 mM Mannitol + 0.4 mg/mL PS50, pH 7.0",518.4,181.40016
MAB6190505,6.232200000000001,IGG4,455066.79,F01,"15 mM Succinate + 67.5 mM L-Lysine + 67.5 mM KCl + 0.4 mg/mL PS50, pH 4.5",172.8,140.59466940363998
MAB6190505,6.232200000000001,IGG4,455066.79,F02,"15 mM Succinate + 135 mM L-Lysine + 0.4 mg/mL PS50, pH 4.5",172.8,142.410620301368
MAB6190505,6.232200000000001,IGG4,455066.79,F03,"15 mM Succinate + 67.5 mM L-Lysine + 135 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,150.42938654032
MAB6190505,6.232200000000001,IGG4,455066.79,F04,"15 mM Succinate + 135 mM KCl + 0.4 mg/mL PS50, pH 4.5",172.8,143.961387929432
MAB6190505,6.232200000000001,IGG4,455066.79,F05,"15 mM Succinate + 270 mM Mannitol + 0.4 mg/mL PS50, pH 4.5",172.8,155.770345785208
